Á¾¸ñÄÚµå,Á¾¸ñ¸í,³¯Â¥,½Ã°£,½Ã°¡,°í°¡,Àú°¡,Á¾°¡,ÀüÀÏ´ëºñ,°Å·¡·®,°Å·¡´ë±Ý,´©ÀûÃ¼°á¸Åµµ¼ö·®,´©ÀûÃ¼°á¸Å¼ö¼ö·®,»óÀåÁÖ½Ä¼ö,½Ã°¡ÃÑ¾×,¿Ü±¹ÀÎÁÖ¹®ÇÑµµ¼ö·®,¿Ü±¹ÀÎÁÖ¹®°¡´É¼ö·®,¿Ü±¹ÀÎÇöº¸À¯¼ö·®,¿Ü±¹ÀÎÇöº¸À¯ºñÀ²,¼öÁ¤ÁÖ°¡ÀÏÀÚ,¼öÁ¤ÁÖ°¡ºñÀ²,±â°ü¼ø¸Å¼ö·®,±â°ü´©Àû¼ø¸Å¼ö·®,µî¶ôÁÖ¼±,µî¶ôºñÀ²,¿¹Å¹±Ý,ÁÖ½ÄÈ¸ÀüÀ²
A338220,ºä³ë,20230621,918,32450,32550,32400,32400,0,4919,159522000,176874,106465,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,917,32500,32650,32400,32550,0,6200,201346000,173219,105201,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,916,32600,32750,32500,32500,0,6832,222912000,167932,104288,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,915,32400,32600,32350,32600,0,9702,314407000,162700,102688,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,914,32400,32450,32350,32400,0,4694,152087000,159648,96038,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,913,32450,32450,32350,32400,0,7179,232547000,155722,95270,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,912,32300,32500,32300,32450,0,6756,218954000,150566,93247,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,911,32350,32400,32200,32300,0,12815,413786000,146748,90309,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,910,32750,32750,32350,32400,0,7379,239901000,137541,86701,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,909,32450,32900,32350,32800,0,20287,662764000,131054,85809,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,908,32200,32500,32150,32450,0,19983,645608000,119876,76700,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,907,32750,32800,32150,32150,0,30711,996385000,111858,64735,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,906,32750,33150,32700,32750,0,13135,432586000,85249,60633,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,905,32800,32850,32550,32750,0,16607,542149000,77550,55197,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,904,32600,33000,32500,32750,0,15701,513565000,67783,48357,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,903,33250,33300,32500,32600,0,38927,1285090000,58957,41482,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,902,33200,33600,33150,33200,0,17683,589328000,25202,36310,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,901,33600,33650,33150,33250,0,45905,1538676000,14180,29649,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
